,12GHA01005,12GHA01010,12GHA01014,12GHA01015,12GHA01018,12GHA01019,12GHA01020,12GHA01021,12GHA01022,12GHA01026,12GHA01028,12GHA01029,12GHA01030,12GHA01031,12GHA01033,12GHA01034,12GHA01035,12GHA01045,12GHA01048,12GHA01049,12GHA01051,12GHA01065,12GHA01067,12GHA01069,12GHA01071,12GHA01073,12GHA01074,12GHA01077,12GHA01078,12GHA01079,12GHA01083,12GHA01084,12GHA01085,12GHA01086,12GHA01087,12GHA01096,12GHA01097,12GHA01100,12GHA01102,12GHA01104,12GHA01109,12GHA01110,12GHA01111,12GHA01112,12GHA01114,12GHA01115,12GHA01116,12GHA01117,12GHA01118,12GHA01120,12GHA01125,12GHA01131,12GHA01132,12GHA01135,12GHA01137,12GHA01138,12GHA01140,12GHA01141,12GHA01142,12GHA01144,12GHA01147,12GHA01148,12GHA01152,12GHA01154,12GHA01156,12GHA01159,12GHA01161,12GHA01162,12GHA01163,12GHA01164,12GHA01165,12GHA01168,12GHA01170,12GHA01171,12GHA01172,12GHA01173,12GHA01174,12GHA01175,12GHA01176,12GHA01177,12GHA01179,12GHA01181,12GHA01182,12GHA01183,12GHA01184,12GHA01185,12GHA01187,12GHA01191,12GHA01193,12GHA01194,12GHA01196,12GHA01199,OpataM85,SyntheticW7984
TP3058,B,A,A,B,A,B,A,A,B,B,B,B,-,A,A,A,A,A,B,A,B,B,A,A,A,B,A,A,A,B,A,A,B,B,A,A,A,B,A,A,B,B,A,A,A,B,B,B,B,A,A,B,A,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,A,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,A,A,B
TP3094,A,B,B,A,B,A,A,B,B,B,B,A,A,A,B,A,-,B,B,B,A,-,A,A,A,A,B,A,B,B,A,A,B,B,B,B,A,B,B,A,B,A,A,B,A,B,B,A,A,B,A,B,A,B,A,B,A,A,A,A,A,B,B,B,B,B,A,B,A,A,A,B,A,A,B,B,B,B,A,B,A,A,A,A,A,A,A,B,A,B,A,A,A,B
TP3186,A,A,B,A,B,A,B,B,A,A,A,A,B,B,B,A,A,A,A,A,B,B,A,A,B,B,B,B,B,B,A,B,A,A,A,B,A,A,A,A,B,B,B,B,B,B,B,B,A,B,A,B,B,B,A,B,A,B,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,B,B,A,B,A,-,B,B,A,B
TP3316,B,A,A,B,A,B,B,A,B,A,B,A,-,A,B,B,A,A,B,B,A,-,A,A,A,B,A,A,B,A,B,B,B,A,B,B,B,B,A,A,A,B,B,B,A,B,B,A,B,B,A,B,A,B,B,B,B,A,B,A,B,A,A,B,A,A,A,A,A,A,B,A,B,A,B,B,B,B,A,B,A,B,A,A,A,B,A,A,A,A,A,A,A,B
TP3417,A,A,B,B,B,B,A,A,B,B,B,A,A,B,A,-,B,B,B,A,B,-,A,B,A,A,B,A,A,B,A,A,A,B,B,B,A,A,B,A,A,A,B,B,B,A,A,B,A,B,A,B,A,B,A,A,A,A,B,A,B,B,A,-,A,B,B,B,A,B,A,B,A,B,B,B,B,B,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,B
TP3445,A,A,A,B,A,B,B,B,B,B,A,B,A,A,B,B,A,A,B,B,A,-,A,A,A,B,B,A,A,A,B,A,A,A,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,A,A,A,B,A,B,B,A,B,A,B,A,A,A,A,A,B,A,A,B,A,A,B,A,B,B,B,B,A,B,A,B,A,A,A,B,B,A,A,A,B,A,A,B
TP3449,A,A,B,B,A,B,B,B,B,A,B,B,A,A,B,B,B,A,B,A,B,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,B,A,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,B,B,A,B,A,B,A,A,B,B,B,B,B,B,B,B,B,A,B,A,A,B,A,A,A,A,A,-,B,A,A,B,A,A,A,A,A,B,B,A,B
TP3552,A,-,A,B,B,A,A,A,A,B,B,B,-,B,A,B,A,B,A,B,A,A,A,A,B,A,A,B,B,B,A,B,A,A,A,A,A,B,B,B,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,B,B,A,A,A,A,B,B,B,A,A,A,A,B,A,A,B,A,A,A,B,A,B,A,A,B,B,B,B,B,B,B,A,A,B
TP3696,A,B,B,A,B,B,B,B,A,A,B,A,-,B,B,A,B,A,A,B,A,-,A,B,A,-,A,B,A,B,B,B,B,A,A,A,A,A,B,B,A,B,B,B,B,B,A,B,B,B,B,B,B,B,A,A,B,A,A,A,B,A,B,B,A,A,B,B,B,A,A,B,A,A,A,A,A,A,A,B,A,B,B,B,B,A,B,B,A,A,A,A,A,B
TP3853,A,A,A,A,B,B,A,A,B,B,B,A,A,B,A,B,A,B,A,A,B,-,B,A,A,B,A,B,B,B,A,B,B,B,A,B,B,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B,B,A,B,A,-,A,A,A,A,B,B,A,B,A,A,A,B
TP3974,B,A,A,B,B,B,A,B,B,B,B,B,-,B,A,B,A,A,B,A,B,-,B,B,B,A,B,B,B,A,B,A,A,B,B,B,B,A,B,A,B,A,A,B,A,B,A,B,A,A,B,B,B,B,A,A,B,B,A,A,B,B,A,B,A,B,A,B,B,A,B,B,A,A,B,B,A,B,A,A,B,A,A,A,A,A,A,A,B,A,B,A,A,B
TP3984,B,B,B,A,B,A,B,B,B,A,B,A,-,B,B,B,A,B,B,B,A,-,B,A,A,A,A,B,B,A,B,A,A,A,B,A,B,A,B,B,A,A,B,B,A,B,A,A,A,A,A,B,B,A,B,A,B,A,A,A,B,B,-,A,A,A,B,B,A,A,B,B,A,A,B,A,A,A,B,B,B,B,A,A,B,A,B,A,B,B,B,B,A,B
TP3994,B,A,A,A,B,A,B,A,B,B,B,A,-,A,B,A,A,A,B,B,B,-,B,B,A,B,A,A,B,A,A,B,B,A,A,A,B,B,-,A,A,B,B,B,B,A,A,A,A,B,B,B,A,B,B,A,A,B,B,A,B,A,B,B,A,A,A,B,B,A,B,B,B,A,B,A,B,B,A,B,A,B,B,B,A,A,A,B,A,A,A,B,A,B
TP4045,A,B,B,B,A,B,A,B,A,B,B,A,A,B,A,A,A,A,B,B,B,-,A,B,B,B,B,A,A,B,B,B,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,B,B,A,B,A,A,B,A,B,A,A,B,B,B,B,A,B,B,B,A,A,A,B,A,B,A,B,B,B,A,A,A,A,A,B,A,B,A,A,B,A,B,B,A,A,A,B
TP4092,B,A,A,B,B,A,B,A,B,A,B,A,-,B,A,A,B,A,A,A,B,-,B,B,B,A,B,B,A,A,B,B,B,A,B,A,B,A,A,A,B,A,B,A,A,A,A,B,B,A,A,B,B,A,B,B,B,B,B,A,B,A,A,A,A,A,A,B,B,A,B,B,A,B,A,B,A,B,A,B,A,A,B,A,A,B,B,A,A,A,B,B,A,B
TP4111,A,A,B,B,B,B,A,A,B,B,B,A,-,B,A,A,B,B,B,A,B,-,A,B,A,A,B,A,A,B,A,A,A,B,-,B,A,A,B,A,A,A,B,B,B,A,A,B,A,B,A,B,A,B,A,A,A,A,B,A,B,B,-,A,A,B,B,B,A,B,A,B,A,B,B,B,B,B,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,B
TP4209,B,A,B,-,A,B,A,A,A,A,B,A,B,B,B,B,A,A,A,B,B,-,A,B,B,A,A,A,B,A,B,A,-,A,A,A,B,B,B,A,B,A,A,B,A,B,B,A,A,A,B,B,B,A,A,A,B,A,A,B,B,B,B,A,B,A,B,B,B,A,B,B,B,B,A,B,B,A,A,A,A,A,A,B,A,-,A,B,A,A,A,A,A,B
TP4241,B,A,B,B,B,A,A,B,B,A,A,B,-,B,A,A,A,B,B,A,B,-,B,B,A,B,A,B,B,B,B,A,B,B,A,B,B,B,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B,A,A,B,A,A,A,A,B,A,B,B,A,B,B,A,A,A,B,A,B,B,B,B,A,B,A,B,B,B,A,A,A,A,B,B,B,B,B,B,A,B
TP4278,A,B,A,A,B,B,A,A,B,B,B,A,A,B,A,B,A,A,A,A,B,-,B,A,A,-,A,B,B,B,A,B,B,B,A,B,B,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B,B,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,B
TP4384,B,A,A,B,A,B,A,A,B,B,B,B,B,A,B,A,A,A,B,A,B,-,A,A,A,A,A,A,A,B,A,A,B,B,A,A,B,B,A,A,B,A,B,A,A,B,B,B,B,A,A,B,A,B,B,B,B,A,A,B,A,A,B,B,B,B,B,A,B,A,B,B,A,B,B,A,A,A,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,B
TP4455,B,A,B,B,B,A,B,B,B,A,A,B,B,B,A,A,A,B,B,A,B,-,B,B,A,B,A,B,B,B,B,B,B,-,A,B,B,B,A,A,A,B,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A,A,-,B,B,B,B,A,B,B,A,A,A,B,A,B,B,B,B,A,A,A,A,B,B,A,A,A,A,B,B,B,B,B,B,A,B
TP4491,A,B,A,A,A,B,A,B,A,A,B,A,-,A,B,B,A,B,A,B,B,-,A,A,A,A,B,B,B,A,A,A,A,A,B,B,A,A,A,B,-,A,A,B,B,B,B,B,B,A,B,A,A,A,B,B,A,B,B,A,A,A,B,B,A,B,A,B,B,B,A,B,B,A,A,B,A,B,B,B,A,A,A,B,A,B,A,B,B,B,B,B,A,B
TP4506,A,B,A,B,A,B,A,B,A,A,B,A,B,B,B,B,A,B,A,-,A,-,A,A,A,A,A,B,B,A,A,A,B,A,B,A,A,A,A,B,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,B,B,B,A,A,B,B,A,B,A,B,B,B,A,B,B,A,A,B,A,B,A,B,A,A,A,B,B,A,A,B,B,B,B,A,A,B
TP4511,A,B,B,A,A,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,A,-,A,B,A,B,B,A,A,A,B,A,A,A,B,A,B,B,A,B,B,B,B,A,A,B,A,B,B,B,A,A,B,B,A,A,B,A,A,A,A,B,A,B,B,A,A,B,A,A,A,B,A,A,B,B,A,A,B,A,A,B,B,A,A,-,B,B,A,A,B,B,A,B
TP4608,A,A,B,B,A,A,A,A,A,B,B,B,A,B,B,A,A,B,B,A,B,-,A,A,B,B,B,A,B,B,A,B,A,A,A,B,A,B,A,B,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,-,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,A,A,B
TP4640,A,A,A,B,B,B,A,A,B,B,B,A,-,A,B,A,B,B,B,A,A,-,A,B,A,A,B,A,B,B,B,A,A,B,B,B,B,A,B,A,A,A,B,A,B,A,A,B,A,A,A,B,A,B,A,A,-,A,B,A,B,B,A,A,A,B,B,B,A,B,A,B,A,A,B,B,-,B,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,B
TP4641,A,B,B,B,B,B,A,A,B,B,A,A,B,B,A,B,B,B,A,A,B,-,B,A,B,A,A,B,A,B,A,B,A,B,A,B,B,B,A,B,A,B,A,B,B,B,B,A,B,B,B,A,B,B,B,B,B,A,A,B,A,B,A,B,A,A,A,A,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,B,B,A,B,A,A,B,B,A,A,B
TP4647,B,A,A,A,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,A,-,B,B,B,B,B,B,B,A,A,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,A,B,B,A,B,B,A,B,B,B,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,B,A,A,B
TP4751,A,B,B,A,B,A,A,B,B,B,B,A,-,A,B,A,B,B,B,B,B,-,A,A,A,A,B,A,B,B,A,A,B,B,B,B,B,B,B,A,B,A,A,B,A,B,B,A,A,B,A,B,A,B,A,B,A,A,A,A,A,B,B,B,B,B,A,B,A,A,A,B,A,A,B,B,B,B,A,B,B,A,A,A,A,A,B,B,A,A,A,A,A,B
TP4853,A,B,A,A,B,B,A,A,A,A,A,A,A,B,B,A,A,B,B,A,A,-,B,B,B,B,-,B,B,A,A,B,B,A,B,B,B,A,A,B,B,B,B,B,B,B,-,A,A,B,A,A,B,B,A,B,A,A,-,A,B,B,A,A,A,B,A,B,B,A,A,A,B,A,B,B,A,B,A,B,B,A,B,B,A,A,B,B,B,A,B,B,A,B
TP4862,A,A,B,B,A,B,B,B,B,A,B,B,A,A,B,B,B,A,B,A,B,-,A,A,A,A,A,A,A,A,B,B,B,A,A,A,B,B,A,A,A,B,A,B,A,A,B,A,A,B,A,A,B,B,B,A,B,A,B,A,A,B,B,B,B,B,B,B,B,B,A,B,A,A,B,A,A,A,A,B,B,B,A,A,B,A,A,A,A,A,B,B,A,B
TP4876,A,B,A,B,B,B,B,A,B,B,A,-,B,B,B,B,A,B,A,B,A,-,B,A,B,A,B,A,A,B,A,A,A,B,A,B,B,B,A,B,A,B,A,B,B,A,B,A,B,B,B,A,B,B,B,B,B,A,B,B,A,B,A,B,A,A,B,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,B,B,A,A,A,A,B,B,A,A,B
TP4922,B,A,B,A,B,B,A,B,A,A,B,A,A,A,B,A,B,A,A,B,A,-,B,B,A,A,B,B,A,B,A,A,B,A,B,B,A,B,B,A,A,B,B,A,A,A,A,A,B,B,A,B,B,A,B,B,B,B,B,A,A,B,A,B,B,A,B,A,A,B,B,B,A,B,A,A,A,A,B,A,B,A,B,A,A,A,A,B,B,B,B,B,A,B
TP4936,B,A,A,A,A,A,A,B,A,B,A,A,A,B,B,B,A,A,A,A,A,-,B,B,B,B,B,B,B,A,A,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,A,B,B,A,B,B,A,B,B,B,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,B,A,A,B
TP4940,A,B,B,A,B,B,A,A,A,A,A,B,A,A,B,A,A,A,B,A,A,-,A,B,B,B,B,B,B,B,A,B,B,B,B,B,B,B,A,A,B,B,B,A,B,A,B,A,A,B,A,A,B,B,A,B,A,A,A,A,B,B,-,A,A,B,B,A,B,B,A,A,B,A,B,A,A,B,B,A,B,A,B,B,A,A,B,A,B,A,A,B,A,B
TP4972,A,A,B,B,A,A,A,A,A,B,B,B,A,B,B,A,A,B,B,A,B,-,A,A,B,B,B,A,A,B,A,B,A,A,A,B,A,B,A,B,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,B,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,A,B,B,B,B,B,A,B,B,A,A,B
TP4973,B,A,A,-,-,-,A,B,-,B,-,B,-,B,A,B,A,A,B,A,B,-,B,B,-,A,B,B,B,A,B,A,A,-,B,-,-,A,-,A,-,A,A,B,A,B,A,-,A,-,B,B,-,B,A,A,B,B,A,A,-,B,A,B,B,-,A,B,-,A,B,B,A,A,B,-,A,-,A,A,B,A,A,A,A,A,-,A,-,A,B,A,A,B
TP4975,B,B,B,B,B,B,B,B,B,A,B,A,A,B,B,B,A,A,B,A,A,-,A,B,A,B,B,A,-,B,A,A,B,B,A,A,B,A,B,B,B,A,A,B,B,B,B,B,A,A,B,A,-,A,A,B,B,A,A,A,B,A,A,A,B,B,A,A,B,A,B,B,A,B,B,A,B,A,B,B,B,A,A,B,A,B,A,B,A,A,B,A,A,B
TP4985,B,A,A,B,A,B,A,A,B,B,B,B,B,-,A,A,A,A,B,A,B,-,A,A,A,B,A,A,A,B,A,A,B,B,A,A,A,B,A,A,B,B,A,A,A,B,A,B,B,A,A,B,A,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,A,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,A,A,B
TP4992,A,B,B,A,B,A,A,B,A,A,B,B,A,B,A,B,B,A,A,A,B,A,B,A,B,B,B,B,A,B,B,A,B,A,A,A,B,B,A,A,A,A,A,B,A,B,B,A,A,A,B,A,A,B,A,B,B,A,A,A,A,A,B,A,B,B,B,B,B,A,A,A,A,-,A,B,-,B,A,A,A,B,A,B,A,B,B,B,A,B,A,A,A,B
TP5086,A,A,A,B,B,-,A,A,B,A,A,B,A,B,A,A,A,B,A,B,A,A,A,A,A,A,B,B,A,A,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,B,B,A,B,B,A,A,B,B,B,B,B,A,-,B,B,B,B,B,A,B,B,B,A,A,A,A,B,A,A,A,B,B,B,B,A,B,A,A,B,A,B,B,A,A,B,B,A,B
TP5109,A,A,A,A,A,B,B,B,B,A,B,A,-,A,A,B,-,B,A,B,B,-,A,A,B,B,A,A,A,A,A,A,B,A,B,A,A,B,B,A,A,B,B,B,B,B,B,B,A,B,A,B,B,A,A,A,B,A,A,B,B,B,A,B,B,A,A,A,B,A,A,A,B,B,A,A,B,A,B,A,B,B,A,A,B,A,B,B,B,B,B,B,A,B
TP5127,A,B,A,A,A,A,B,A,A,B,B,B,-,A,A,B,A,B,A,A,A,-,B,B,B,A,A,B,-,B,-,A,B,B,B,B,B,B,A,B,B,B,A,A,A,A,B,A,A,B,A,B,A,B,A,A,B,B,A,B,A,A,B,A,B,A,B,A,A,B,A,A,A,B,A,B,A,B,B,A,B,A,A,A,B,B,B,A,B,B,A,B,A,B
TP5192,A,B,A,B,B,A,B,A,A,A,A,A,B,A,B,B,B,A,B,A,B,-,A,B,B,B,A,B,B,B,B,A,B,A,B,A,B,B,A,A,B,B,A,A,A,A,B,B,B,A,A,B,A,A,B,B,A,A,A,A,B,B,A,B,A,B,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,A,A,B,B,B,A,A,B,A,A,A,A,B
TP5216,B,A,A,A,A,A,B,B,A,B,A,A,A,B,B,B,A,A,A,A,A,-,B,B,-,B,B,B,B,A,A,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,A,B,B,A,B,B,A,B,B,B,A,B,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,B,A,A,B
TP5318,A,A,B,A,A,A,B,A,B,B,B,A,A,-,A,A,B,B,B,A,A,-,A,B,A,B,A,B,A,B,A,B,A,A,B,B,B,A,B,A,B,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,A,A,A,B,A,B,A,A,B,B,A,A,A,B,A,A,A,B,B,B,B,B,A,A,A,A,-,A,B,B,B,A,B,B,B,A,A,B
TP5449,A,A,A,B,B,A,A,A,A,B,B,B,B,B,A,B,A,B,A,B,A,-,A,A,B,A,A,B,B,B,A,B,A,A,A,A,A,B,B,B,A,A,B,B,A,B,B,B,A,A,A,B,B,-,B,A,B,B,B,B,-,A,-,A,A,B,B,B,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,B,B,B,B,B,B,B,A,A,B
TP5463,B,A,A,B,A,-,B,A,B,A,A,B,A,A,B,B,A,A,-,B,A,-,A,A,A,B,A,A,B,A,B,-,A,A,B,B,B,B,A,A,A,B,B,B,B,B,B,A,B,B,A,B,A,B,A,B,B,A,B,A,B,A,A,B,A,A,B,A,A,B,B,A,B,A,B,B,B,B,A,B,A,B,A,A,A,B,A,A,A,A,B,A,A,B
TP5464,B,B,A,A,B,A,B,A,A,B,B,B,B,A,B,B,A,B,A,B,A,-,A,A,B,A,A,B,A,B,A,A,A,B,B,B,A,B,A,A,B,A,A,A,A,B,A,A,A,A,B,A,A,B,B,A,A,B,A,B,B,A,A,A,B,B,A,B,B,B,B,B,A,B,A,A,A,A,B,A,A,B,A,B,B,B,B,A,B,A,B,B,A,B
TP5567,A,A,A,A,B,B,A,A,B,B,B,A,-,B,A,B,A,B,A,A,B,B,B,A,A,B,A,B,B,B,A,B,B,B,A,B,B,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B,B,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,B
TP5635,B,A,B,A,B,B,A,B,A,A,B,A,A,A,B,A,B,A,A,B,A,-,B,A,A,A,B,B,A,B,A,A,B,A,B,B,A,B,B,A,A,B,B,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,A,A,B,B,B,A,B,A,A,A,A,B,A,B,A,B,A,A,A,A,B,B,B,B,B,A,B
TP5636,A,B,B,A,A,B,B,B,A,A,B,A,A,B,B,B,A,A,A,B,B,-,B,B,B,A,B,B,A,B,A,A,B,A,A,A,B,A,B,A,B,B,A,B,A,B,B,A,A,A,B,B,A,B,A,A,B,B,B,B,-,B,B,B,B,A,A,B,A,B,A,B,B,B,A,A,B,A,A,B,A,B,A,B,B,A,A,B,A,A,A,B,A,B
TP5676,A,A,B,B,A,A,A,A,A,B,B,B,A,B,B,A,A,B,B,A,B,-,A,A,B,B,B,A,B,B,A,B,A,A,A,B,A,B,A,B,A,A,A,A,A,A,-,B,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,B,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,A,B,B,B,B,B,A,A,B,A,A,B
TP5762,B,A,A,A,B,A,A,A,B,A,B,A,A,B,A,B,A,B,A,A,B,-,A,A,A,A,A,B,B,B,B,A,A,A,B,A,B,A,A,A,B,A,B,B,A,B,B,B,A,B,A,A,B,A,B,A,B,A,A,A,B,B,B,B,A,B,B,B,A,A,B,A,B,A,A,A,A,A,B,B,A,B,A,A,B,A,B,A,B,B,B,A,A,B
TP5818,B,A,B,A,B,A,B,A,B,A,A,A,-,A,A,A,A,A,A,A,B,-,A,B,B,B,B,B,B,B,A,B,A,B,A,B,B,A,A,B,A,A,A,A,A,B,A,B,A,B,A,B,A,B,A,A,A,B,B,B,B,A,A,B,A,B,A,B,A,B,B,A,A,A,A,A,A,B,A,B,A,A,B,A,B,B,B,A,A,B,B,B,A,B
TP5837,B,A,B,B,B,A,B,B,B,A,A,B,B,B,A,A,A,B,B,A,B,-,B,B,A,B,A,B,B,B,B,B,B,B,A,B,B,B,A,A,A,B,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A,A,A,B,B,B,B,A,B,B,A,A,A,B,A,B,B,B,B,A,A,A,A,B,-,A,A,A,A,B,B,B,B,B,B,A,B
TP5869,A,A,A,B,B,A,B,A,A,A,A,A,B,A,B,B,B,A,B,A,B,-,B,B,B,A,A,B,B,B,A,B,A,A,A,A,A,B,B,A,B,B,A,A,A,A,B,B,B,A,A,B,A,A,B,B,A,A,A,A,B,B,A,B,A,B,B,B,A,B,A,A,B,B,B,B,B,B,B,A,B,A,A,B,B,B,B,A,B,A,A,A,A,B
TP6090,A,A,A,B,A,B,B,B,B,B,A,B,A,A,B,B,A,A,B,B,A,-,A,A,A,B,B,A,B,A,B,A,A,A,B,B,B,B,-,A,A,B,B,A,B,B,B,A,A,B,A,A,A,B,A,A,B,B,B,A,B,A,A,-,A,A,B,A,A,B,A,A,B,A,B,A,A,B,A,B,A,A,B,A,A,B,B,A,A,A,B,A,A,B
TP6280,A,B,B,B,A,A,A,A,A,B,B,B,-,B,B,A,A,B,B,A,B,-,A,A,B,B,B,A,A,B,B,B,A,A,A,B,A,B,A,B,A,A,A,A,A,A,B,B,A,B,B,B,B,B,B,B,A,A,B,A,B,B,A,B,B,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,A,B,B,B,B,B,A,B,B,A,A,B
TP6385,A,A,A,A,B,B,B,B,B,A,A,B,A,B,A,B,A,B,B,A,B,B,B,-,B,B,B,A,B,A,A,A,A,B,A,B,A,B,A,A,B,A,A,A,B,B,A,A,A,B,B,B,B,B,A,A,B,A,B,A,A,A,A,-,A,A,A,B,A,A,A,A,A,B,B,B,B,B,A,B,A,A,B,A,A,B,B,A,A,A,B,A,A,B
TP6428,B,B,B,A,A,A,A,A,A,A,B,A,-,A,A,A,B,A,A,B,B,-,B,A,A,A,B,B,B,A,A,B,B,B,A,B,A,B,B,A,A,B,B,A,B,A,B,B,B,A,A,A,A,B,A,A,A,B,A,A,B,A,A,B,B,A,A,B,A,B,B,B,B,B,A,B,B,A,A,A,B,A,B,A,A,A,B,B,A,A,B,A,A,B
TP6440,-,A,A,B,B,A,A,A,A,B,B,B,-,B,A,B,A,B,A,B,A,A,A,A,B,A,A,-,B,B,A,B,A,A,A,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,A,B,B,A,B,A,A,B,B,B,B,A,A,A,A,B,B,B,A,A,A,A,B,A,A,B,A,A,A,B,A,B,A,A,B,B,B,B,B,B,B,A,A,B
TP6456,B,A,A,B,A,B,A,A,B,B,B,B,B,A,A,A,A,B,B,A,B,-,A,A,A,B,A,A,A,B,A,A,B,B,A,A,A,B,A,A,B,B,A,A,A,B,A,B,B,A,A,B,A,B,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,A,B,B,-,B,B,A,B,A,B,B,B,B,B,B,B,B,A,B,A,A,A,A,A,B
TP6457,A,B,A,A,B,A,B,A,A,B,B,A,A,A,B,A,B,A,B,A,A,-,A,B,B,B,A,B,A,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,B,B,A,A,A,B,A,A,B,A,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,A,A,A,B,B,B,B,B,B,A,A,A,A,A,B,B,A,B,B,B,A,A,A,B
TP6488,A,A,A,B,A,B,B,A,B,B,B,B,A,B,A,A,A,A,A,A,B,-,B,B,A,A,B,A,B,B,A,A,B,-,B,B,B,B,-,B,B,A,A,A,B,B,B,B,B,A,A,B,A,A,A,A,B,A,-,A,B,B,A,B,B,B,A,A,A,B,A,B,B,A,-,B,B,A,B,A,A,B,B,A,A,B,A,B,A,B,B,A,A,B
TP6489,B,A,A,A,A,B,A,A,B,B,B,B,-,-,A,A,A,B,B,A,B,-,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,B,B,A,A,A,B,A,B,B,A,A,B,A,B,B,B,B,B,B,A,A,A,B,B,B,B,A,A,B,A,B,B,B,B,B,A,B,A,B,B,B,B,B,A,B,B,A,B,B,A,A,A,A,B
TP6503,A,B,A,A,B,A,B,A,A,B,B,A,A,A,B,A,B,A,B,A,A,-,A,B,B,B,A,B,A,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,B,B,A,A,A,B,A,A,B,A,A,A,A,B,A,B,A,A,B,B,B,A,A,A,A,B,A,A,A,B,B,B,B,B,B,A,A,A,A,A,B,B,A,B,B,B,-,A,A,B
TP6546,A,A,A,A,B,B,A,A,B,B,B,A,A,B,A,B,A,B,A,A,B,-,B,A,A,B,A,B,B,B,A,B,B,B,A,B,B,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,A,B,B,B,B,A,B,B,B,B,A,A,A,A,A,A,-,A,A,A,B,A,A,A,B,B,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,B
TP6550,A,A,B,B,A,B,B,B,A,A,B,B,-,A,B,B,A,A,B,-,B,-,A,A,-,A,A,A,A,A,B,A,B,B,A,A,B,B,A,A,A,B,A,B,B,B,B,A,A,B,A,B,B,B,B,A,B,A,B,B,A,B,B,B,B,B,A,B,B,B,A,B,A,A,B,A,A,A,B,B,B,B,A,A,B,A,B,A,A,A,B,B,A,B
